filename,text_length,wer,cer,text_fail,text_fail_percentage,original_entity_count,entity_fail_count,entity_fail_percentage,missing_person_count,extra_person_count,total_review_person_count,word_error_count,micro_averaged_word_error_count,mean_wer,mean_cer,mean_text_fail,total_files,total_text_fail,total_text_length,total_text_fail_percentage,total_entity_fail_count,total_original_entity_count,total_entity_fail_percentage,mean_original_entity_count,mean_missing_person_count,mean_extra_person_count,mean_total_review_person_count,total_review_persons,total_missing_persons
Willougby_2_annotated.csv,1708,0.00234192037470726,0.0017634462778687492,3,0.1756440281030445,77,11,0.14285714285714285,0,0,0,4.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Hinkle_1_annotated.csv,6360,0.006761006289308176,0.008071135430916553,7,0.11006289308176101,462,52,0.11255411255411256,1,2,66,43.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Hinkle_2_annotated.csv,6237,0.00641333974667308,0.006499041125079906,19,0.3046336379669713,313,51,0.16293929712460065,0,4,53,40.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Hinkle_3_annotated.csv,6377,0.0037635251685745647,0.0031074065950135264,18,0.28226438764309236,273,33,0.12087912087912088,1,0,130,24.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Hinkle_4_annotated.csv,6481,0.003548835056318469,0.003733486502010339,7,0.1080080234531708,230,15,0.06521739130434782,1,0,56,23.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
McCullagh_2_annotated.csv,1632,0.00428921568627451,0.002011060834590246,7,0.428921568627451,126,47,0.373015873015873,7,0,19,7.000000000000001,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Legg_3_annotated.csv,4482,0.00178491744756805,0.0012759483731658243,3,0.06693440428380187,263,22,0.08365019011406843,2,3,8,8.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Legg_4_annotated.csv,177,0.011299435028248588,0.006242197253433208,0,0.0,5,0,0.0,0,0,0,2.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Legg_2_annotated.csv,4239,0.003066761028544468,0.0012642225031605564,3,0.07077140835102619,205,24,0.11707317073170732,0,2,3,13.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
Peacock_1_annotated.csv,5299,0.002642007926023778,0.0037071362372567192,22,0.41517267408945085,282,17,0.06028368794326241,3,0,76,14.0,0.004294158553546592,0.005201294418473713,0.004305313881112268,7.8076923076923075,52,406,172560,0.23528048215113584,1196,8186,14.610310285853897,157.42307692307693,0.8653846153846154,0.8461538461538461,25.53846153846154,1328,45
